STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,AUS,Australia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2005,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,AUS,Australia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2021,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,AUS,Australia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2022,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,AUT,Austria,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2021,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,AUT,Austria,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2022,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2002,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2004,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2005,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2006,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2009,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2012,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2016,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2020,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2021,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CAN,Canada,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2022,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,1993,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,1994,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,1995,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,1996,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,1998,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2000,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2001,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2002,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2003,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2004,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2005,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2006,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2007,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2008,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2009,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2010,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2011,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2012,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2013,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2014,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2015,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2016,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2017,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2020,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2021,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2022,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2023,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CHL,Chile,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2024,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,COL,Colombia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2021,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,COL,Colombia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2022,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,COL,Colombia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2023,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2005,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2006,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2007,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2008,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2009,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2010,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2011,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2012,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2013,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2014,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2015,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2016,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2017,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2018,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2020,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2021,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2022,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CRI,Costa Rica,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2023,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CZE,Czechia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2007,,0,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,CZE,Czechia,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,2008,,0,,1,One,,,,,,,0,Units
