STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2010,,20,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2011,,45.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2012,,133.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2013,,79.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2014,,24.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2015,,25.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2016,,23.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2017,,44.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2018,,60.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2019,,24.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2020,,3.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NZL,New Zealand,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2023,,2.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,1998,,52.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,1999,,27.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2000,,76.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2001,,57.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2002,,70.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2003,,60.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2004,,146.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2005,,97.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2006,,142,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2007,,114.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2008,,82.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2009,,115.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2010,,73.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2011,,89.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2012,,85.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2013,,51.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2014,,59.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2015,,36.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2016,,42.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2017,,46.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2018,,46.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2019,,47.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2020,,15.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,NOR,Norway,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2023,,21.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2003,,5.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2004,,7.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2005,,5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2006,,4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2007,,5.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2008,,5.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2009,,6.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2010,,3.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2011,,4.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2012,,12.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2013,,5.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2014,,5.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2015,,13,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2016,,18,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2017,,8.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2018,,4.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2019,,4.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2020,,2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2022,,1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,POL,Poland,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2023,,2.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,PRT,Portugal,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2012,,2.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,PRT,Portugal,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2013,,1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,PRT,Portugal,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2015,,2.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,PRT,Portugal,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2016,,5.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,PRT,Portugal,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2017,,1.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,SVK,Slovak Republic,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2008,,2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,SVK,Slovak Republic,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2009,,5.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,SVK,Slovak Republic,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2010,,25.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_CD(1.1),Communicable diseases,I,SVK,Slovak Republic,A,Annual,COMMD,Communicable disease incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PERT,Pertussis,_Z,Not applicable,2011,,17.4,,1,One,,,,,,,0,Units
